id_region,nombre_region,id_comuna,nombre_comuna,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01
8,Biobio,8105,Hualqui,4.0,5.0,6.0,5.0,10.0,7.0,2.0,0.0,0.0,1.0,2.0,4.0,6.0,11.0,18.0,16.0
8,Biobio,8106,Lota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,13.0,21.0,17.0,16.0,20.0,25.0
8,Biobio,8107,Penco,5.0,5.0,6.0,7.0,9.0,7.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,10.0,14.0
8,Biobio,8108,San Pedro de la Paz,29.0,17.0,14.0,13.0,15.0,10.0,3.0,5.0,6.0,9.0,12.0,13.0,21.0,29.0,63.0,65.0
8,Biobio,8109,Santa Juana,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,Biobio,8110,Talcahuano,17.0,31.0,22.0,28.0,24.0,24.0,23.0,27.0,22.0,27.0,23.0,24.0,31.0,31.0,43.0,48.0
8,Biobio,8111,Tomé,27.0,17.0,14.0,10.0,12.0,10.0,3.0,1.0,1.0,14.0,17.0,17.0,9.0,6.0,6.0,9.0
8,Biobio,8112,Hualpén,67.0,24.0,18.0,15.0,13.0,11.0,3.0,4.0,9.0,10.0,14.0,14.0,15.0,14.0,16.0,18.0
8,Biobio,8201,Lebu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
8,Biobio,8202,Arauco,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,6.0,13.0,18.0,23.0,33.0
8,Biobio,8203,Cañete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,10.0,13.0
8,Biobio,8204,Contulmo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Biobio,8205,Curanilahue,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0
8,Biobio,8206,Los Álamos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8,Biobio,8207,Tirúa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Biobio,8301,Los Ángeles,4.0,1.0,2.0,4.0,3.0,3.0,2.0,0.0,2.0,13.0,39.0,61.0,78.0,82.0,92.0,84.0
8,Biobio,8302,Antuco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,11.0,12.0
